# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 16 20:07:27 2023
#
# User preference: *
#
# CONSTRAINT:  where (kepoi_name like '%.01%'
# CONSTRAINT:  and koi_disposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  and koi_depth not null
# CONSTRAINT:  and koi_steff not null
# CONSTRAINT:  and koi_srad not null
# CONSTRAINT:  and koi_smass not null)
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_depth,koi_prad,koi_teq,koi_steff,koi_srad,koi_smass
7877496,K00202.01,Kepler-412 b,CONFIRMED,CANDIDATE,1.0184e+04,13.25,1647.0,5742.00,1.2150,1.0680
7286173,K01862.01,Kepler-986 b,CONFIRMED,CANDIDATE,5.8000e+02,2.37,465.0,5534.00,1.0010,0.8800
11126381,K01863.01,Kepler-1673 b,CONFIRMED,CANDIDATE,6.4920e+02,2.71,611.0,6202.00,1.0620,1.1220
4149450,K01864.01,Kepler-1772 b,CONFIRMED,CANDIDATE,1.5800e+02,1.54,1155.0,5541.00,0.9340,0.9420
5511081,K01930.01,Kepler-338 b,CONFIRMED,CANDIDATE,1.9920e+02,2.38,1005.0,5951.00,1.6930,1.0860
10978763,K01931.01,Kepler-339 b,CONFIRMED,CANDIDATE,2.8730e+02,1.75,1023.0,5353.00,1.0230,0.8700
2449431,K02009.01,,CANDIDATE,CANDIDATE,5.4710e+02,2.23,398.0,5579.00,0.9700,0.9010
5631630,K02010.01,Kepler-1051 b,CONFIRMED,CANDIDATE,3.5030e+02,3.25,850.0,6369.00,1.7290,1.3370
6504954,K01790.01,Kepler-952 b,CONFIRMED,CANDIDATE,5.1287e+03,7.70,369.0,5970.00,1.0150,1.0890
9410930,K00196.01,Kepler-41 b,CONFIRMED,CANDIDATE,1.0570e+04,10.05,1436.0,5657.00,0.9470,0.9030
5731623,K01793.01,,CANDIDATE,CANDIDATE,3.8761e+03,8.01,1262.0,6131.00,0.9450,1.0230
10676014,K01797.01,Kepler-954 b,CONFIRMED,CANDIDATE,9.0800e+02,2.25,545.0,4925.00,0.7420,0.7780
9520838,K01866.01,Kepler-987 b,CONFIRMED,CANDIDATE,1.3622e+03,3.18,351.0,5534.00,0.8750,0.9140
8167996,K01867.01,Kepler-327 b,CONFIRMED,CANDIDATE,4.9510e+02,1.11,682.0,3716.00,0.5060,0.5130
6773862,K01868.01,Kepler-988 b,CONFIRMED,CANDIDATE,1.2872e+03,1.93,368.0,3826.00,0.5160,0.5400
10602291,K00210.01,,CANDIDATE,CANDIDATE,8.0910e+03,17.36,735.0,6126.00,1.1090,1.0210
5202905,K01932.01,Kepler-340 c,CONFIRMED,CANDIDATE,3.2270e+02,3.36,946.0,6642.00,1.8460,1.4210
9072190,K01933.01,Kepler-1018 b,CONFIRMED,CANDIDATE,8.4560e+02,3.28,498.0,5393.00,1.1100,0.8950
5384079,K02011.01,Kepler-348 b,CONFIRMED,CANDIDATE,1.3000e+02,1.68,1196.0,6388.00,1.4020,1.2590
9839821,K02012.01,Kepler-1052 b,CONFIRMED,CANDIDATE,7.6770e+02,2.40,522.0,5818.00,0.8480,0.9370
4056616,K02013.01,Kepler-1053 b,CONFIRMED,CANDIDATE,1.9100e+02,0.97,953.0,4507.00,0.7240,0.7150
8492026,K02016.01,Kepler-1054 b,CONFIRMED,CANDIDATE,2.5700e+02,1.95,1177.0,6108.00,1.0300,1.1320
11017901,K01800.01,Kepler-447 b,CONFIRMED,CANDIDATE,3.3874e+03,16.51,882.0,5494.00,0.9820,0.8930
5088591,K01801.01,Kepler-955 b,CONFIRMED,CANDIDATE,1.3559e+03,3.11,664.0,5345.00,0.8600,0.8020
11298298,K01802.01,Kepler-956 b,CONFIRMED,CANDIDATE,6.0120e+02,2.84,1056.0,5807.00,1.0120,1.0210
10187159,K01870.01,Kepler-989 b,CONFIRMED,CANDIDATE,7.4600e+02,2.44,805.0,5185.00,0.9100,0.8310
9758089,K01871.01,Kepler-1996 c,CONFIRMED,CANDIDATE,1.2575e+03,2.81,276.0,4580.00,0.6750,0.7480
10619192,K00203.01,Kepler-17 b,CONFIRMED,CANDIDATE,2.0824e+04,14.48,1562.0,5624.00,1.0180,1.0210
9883311,K01872.01,,CANDIDATE,CANDIDATE,2.2123e+03,11.26,506.0,5518.00,0.7900,0.8850
4939346,K01873.01,Kepler-328 c,CONFIRMED,CANDIDATE,2.1380e+03,4.94,475.0,6194.00,1.0690,1.1610
4242147,K01934.01,,CANDIDATE,CANDIDATE,8.6450e+02,2.11,443.0,4774.00,0.7450,0.7700
10190777,K01937.01,Kepler-1019 b,CONFIRMED,CANDIDATE,3.8820e+02,1.71,1164.0,4575.00,0.7370,0.7260
9651234,K01938.01,Kepler-1020 b,CONFIRMED,CANDIDATE,8.6280e+02,2.37,325.0,5162.00,0.7910,0.8260
7045496,K01939.01,Kepler-1021 b,CONFIRMED,CANDIDATE,7.2960e+02,1.96,634.0,5395.00,0.7340,0.8210
8750043,K02017.01,Kepler-1055 b,CONFIRMED,CANDIDATE,1.7210e+02,1.18,1304.0,5637.00,0.9090,0.9140
9973109,K02018.01,Kepler-1056 b,CONFIRMED,CANDIDATE,4.8330e+02,2.11,590.0,5657.00,0.9110,0.7620
6226290,K02019.01,Kepler-1057 b,CONFIRMED,CANDIDATE,8.8940e+02,2.66,724.0,5853.00,0.8950,0.9900
9595827,K00217.01,Kepler-71 b,CONFIRMED,CANDIDATE,2.1340e+04,12.78,1046.0,5543.00,0.8870,0.9970
9349482,K02020.01,Kepler-1058 b,CONFIRMED,CANDIDATE,1.2832e+03,2.11,239.0,4441.00,0.5460,0.5380
4349442,K01803.01,,CANDIDATE,CANDIDATE,7.9810e+02,2.34,830.0,4914.00,0.7240,0.7830
4644952,K01805.01,Kepler-319 c,CONFIRMED,CANDIDATE,8.2500e+02,2.96,876.0,5527.00,0.8800,0.8750
2987027,K00197.01,Kepler-489 b,CONFIRMED,CANDIDATE,1.0458e+04,7.31,538.0,4941.00,0.7380,0.7900
8978528,K01874.01,Kepler-329 c,CONFIRMED,CANDIDATE,1.2515e+03,1.93,402.0,4156.00,0.5450,0.5590
9967771,K01875.01,Kepler-990 b,CONFIRMED,CANDIDATE,4.5790e+02,2.85,903.0,5539.00,1.2070,0.9320
11622600,K01876.01,Kepler-991 b,CONFIRMED,CANDIDATE,1.8954e+03,2.45,260.0,4316.00,0.5800,0.5840
10454632,K01877.01,Kepler-992 b,CONFIRMED,CANDIDATE,3.4360e+02,1.75,510.0,4975.00,0.7240,0.8180
10005788,K01940.01,Kepler-1022 b,CONFIRMED,CANDIDATE,8.8470e+02,1.71,512.0,4302.00,0.5860,0.5730
10656508,K00211.01,,CANDIDATE,CANDIDATE,7.6900e+03,11.13,413.0,5822.00,1.2800,1.0470
2832589,K01942.01,Kepler-1978 b,CONFIRMED,CANDIDATE,1.1221e+03,2.67,676.0,5251.00,0.7780,0.8690
2438513,K01944.01,Kepler-1777 b,CONFIRMED,CANDIDATE,4.9930e+02,2.59,819.0,5771.00,1.0680,0.9840
6356207,K02021.01,Kepler-1059 b,CONFIRMED,CANDIDATE,5.5840e+02,1.70,908.0,5063.00,0.7280,0.8130
8564674,K02022.01,Kepler-349 b,CONFIRMED,CANDIDATE,4.1210e+02,1.92,972.0,5741.00,0.9560,1.0350
8578780,K02023.01,Kepler-1784 b,CONFIRMED,CANDIDATE,6.2190e+02,2.40,724.0,5442.00,0.9740,0.8870
4544907,K02024.01,Kepler-1060 b,CONFIRMED,CANDIDATE,5.3980e+02,2.62,484.0,5504.00,0.9930,0.9430
7761918,K01808.01,Kepler-1769 b,CONFIRMED,CANDIDATE,8.6830e+02,3.81,483.0,6071.00,1.2950,1.0610
8240797,K01809.01,Kepler-321 c,CONFIRMED,CANDIDATE,3.9870e+02,2.20,752.0,5772.00,0.9560,1.0220
9455325,K01813.01,Kepler-958 b,CONFIRMED,CANDIDATE,5.8540e+02,2.54,749.0,5371.00,0.8520,0.8640
3098810,K01878.01,Kepler-1773 b,CONFIRMED,CANDIDATE,4.3610e+02,3.44,623.0,6183.00,1.3000,1.2410
8367644,K01879.01,Kepler-993 b,CONFIRMED,CANDIDATE,3.1574e+03,3.34,352.0,3828.00,0.5650,0.6000
10332883,K01880.01,Kepler-994 b,CONFIRMED,CANDIDATE,5.7840e+02,1.28,957.0,3951.00,0.5350,0.5610
9305831,K00204.01,Kepler-44 b,CONFIRMED,CANDIDATE,6.9982e+03,12.40,1459.0,5763.00,1.4570,1.0930
11656918,K01945.01,Kepler-1023 b,CONFIRMED,CANDIDATE,8.8630e+02,5.14,524.0,5123.00,1.6210,0.9410
10844890,K01946.01,,CANDIDATE,CANDIDATE,5.5950e+02,2.76,876.0,5773.00,0.9390,0.9670
4636578,K02025.01,Kepler-350 c,CONFIRMED,CANDIDATE,3.9120e+02,3.29,888.0,6188.00,1.4650,1.1110
11923284,K02026.01,Kepler-1061 b,CONFIRMED,CANDIDATE,2.1100e+02,1.69,1332.0,5919.00,1.0000,0.9940
5621125,K01814.01,Kepler-959 b,CONFIRMED,CANDIDATE,5.0140e+02,17.38,1912.0,6327.00,7.6630,2.6460
9872283,K01815.01,Kepler-960 b,CONFIRMED,CANDIDATE,7.9460e+02,5.12,1391.0,4854.00,1.7490,0.9700
8624520,K01816.01,,CANDIDATE,CANDIDATE,2.9580e+03,3.90,656.0,5227.00,0.6400,0.6280
7870032,K01818.01,Kepler-961 b,CONFIRMED,CANDIDATE,8.1840e+02,2.54,642.0,5497.00,0.8720,0.9010
9597058,K01819.01,Kepler-962 b,CONFIRMED,CANDIDATE,5.2390e+02,1.96,689.0,5365.00,0.8340,0.8730
4035640,K01881.01,Kepler-995 b,CONFIRMED,CANDIDATE,1.1602e+03,2.93,517.0,5132.00,0.8860,0.8200
6205228,K01882.01,Kepler-996 b,CONFIRMED,CANDIDATE,3.1440e+02,2.13,1272.0,5714.00,1.2080,0.9990
11758544,K01883.01,Kepler-997 b,CONFIRMED,CANDIDATE,6.9500e+01,1.36,1709.0,6045.00,1.6290,1.1330
4851530,K01884.01,,CANDIDATE,CANDIDATE,2.4075e+03,4.37,548.0,5275.00,0.7960,0.7390
3118797,K01950.01,Kepler-1024 b,CONFIRMED,CANDIDATE,2.0532e+03,3.44,376.0,5383.00,0.7590,0.8510
7747425,K01952.01,Kepler-341 c,CONFIRMED,CANDIDATE,2.9410e+02,1.88,940.0,5616.00,1.1110,0.9570
6300348,K00212.01,,CANDIDATE,CANDIDATE,4.9211e+03,6.61,1043.0,6106.00,0.9400,1.0130
7102316,K02028.01,Kepler-351 c,CONFIRMED,CANDIDATE,1.4556e+03,3.19,431.0,5642.00,0.8460,0.9100
9489524,K02029.01,Kepler-352 c,CONFIRMED,CANDIDATE,3.0040e+02,1.61,591.0,5208.00,0.7720,0.7960
5940165,K02031.01,Kepler-1062 b,CONFIRMED,CANDIDATE,6.3730e+02,1.67,583.0,4458.00,0.6580,0.6450
8277797,K01820.01,Kepler-322 c,CONFIRMED,CANDIDATE,3.5850e+02,1.63,996.0,5390.00,0.8760,0.8830
5124667,K01822.01,Kepler-1672 b,CONFIRMED,CANDIDATE,6.5990e+02,4.37,423.0,5504.00,1.7370,1.0990
2989404,K01824.01,Kepler-323 c,CONFIRMED,CANDIDATE,1.9180e+02,1.62,1292.0,6015.00,1.0810,0.9980
11413812,K01885.01,Kepler-998 b,CONFIRMED,CANDIDATE,3.6680e+02,1.82,1020.0,5988.00,0.9340,1.0210
9549648,K01886.01,Kepler-999 b,CONFIRMED,CANDIDATE,1.8630e+02,2.75,1355.0,6157.00,1.6950,1.1730
10063802,K01888.01,Kepler-1000 b,CONFIRMED,CANDIDATE,8.8600e+02,4.54,473.0,6469.00,1.4670,1.4060
11074178,K01889.01,Kepler-1001 b,CONFIRMED,CANDIDATE,8.6340e+02,3.05,693.0,5741.00,0.8460,0.9380
5942808,K02250.01,Kepler-1814 b,CONFIRMED,CANDIDATE,1.0526e+03,3.15,1022.0,4922.00,0.8230,0.7900
6206214,K02252.01,Kepler-1158 b,CONFIRMED,CANDIDATE,1.3420e+02,2.32,1079.0,6109.00,1.9970,1.4060
8959839,K02253.01,Kepler-1159 b,CONFIRMED,CANDIDATE,2.9880e+02,1.72,677.0,6170.00,0.9920,1.0630
7672097,K02255.01,Kepler-1160 b,CONFIRMED,CANDIDATE,4.9080e+02,1.81,839.0,5774.00,0.8180,0.9070
5599774,K02337.01,Kepler-1195 b,CONFIRMED,CANDIDATE,8.3400e+02,2.14,702.0,5093.00,0.7090,0.7070
8099138,K02338.01,Kepler-1196 b,CONFIRMED,CANDIDATE,5.6050e+02,2.72,436.0,5640.00,0.9780,0.9770
7033233,K02339.01,Kepler-1197 b,CONFIRMED,CANDIDATE,2.8750e+02,1.12,1011.0,4670.00,0.6820,0.7610
9411412,K02101.01,Kepler-1096 b,CONFIRMED,CANDIDATE,3.6050e+02,1.31,794.0,4229.00,0.6150,0.6250
7008211,K02102.01,Kepler-1097 b,CONFIRMED,CANDIDATE,1.5830e+03,2.95,267.0,5303.00,0.7530,0.7340
7620413,K02103.01,Kepler-1098 b,CONFIRMED,CANDIDATE,1.5200e+02,1.26,1319.0,5579.00,1.0290,0.9450
4545187,K00223.01,Kepler-121 b,CONFIRMED,CANDIDATE,1.1343e+03,2.65,997.0,5303.00,0.7080,0.7850
10854546,K02104.01,Kepler-1099 b,CONFIRMED,CANDIDATE,4.6690e+02,2.41,1558.0,6153.00,1.1090,1.0770
11774991,K02173.01,Kepler-367 b,CONFIRMED,CANDIDATE,2.8640e+02,1.21,401.0,4856.00,0.7050,0.7900
8261920,K02174.01,,CANDIDATE,CANDIDATE,7.8180e+02,2.44,609.0,4245.00,0.6370,0.6490
9112931,K02256.01,Kepler-1161 b,CONFIRMED,CANDIDATE,1.1986e+03,2.02,485.0,4175.00,0.5440,0.5610
9071593,K02257.01,Kepler-1162 b,CONFIRMED,CANDIDATE,5.7830e+02,2.05,490.0,5225.00,0.8590,0.8610
8126558,K02259.01,Kepler-1815 b,CONFIRMED,CANDIDATE,6.6580e+02,2.46,763.0,5516.00,0.9670,0.8560
11811193,K02260.01,Kepler-1163 b,CONFIRMED,CANDIDATE,6.0500e+01,1.05,1211.0,6226.00,1.3330,1.1430
3734418,K02261.01,Kepler-1164 b,CONFIRMED,CANDIDATE,2.0600e+02,1.11,936.0,5143.00,0.7780,0.8030
8681734,K02340.01,Kepler-1198 b,CONFIRMED,CANDIDATE,2.7410e+02,1.47,830.0,5344.00,0.9070,0.8840
10212441,K02342.01,Kepler-1199 b,CONFIRMED,CANDIDATE,9.7900e+01,1.51,931.0,5798.00,1.5250,0.8990
6119141,K02343.01,,CANDIDATE,CANDIDATE,4.3960e+02,2.32,614.0,5799.00,1.0420,0.9280
8247771,K02344.01,Kepler-1200 b,CONFIRMED,CANDIDATE,2.3480e+02,0.98,1174.0,4496.00,0.6580,0.7250
8165946,K02105.01,Kepler-1100 b,CONFIRMED,CANDIDATE,1.6160e+02,1.25,1000.0,5985.00,0.9810,1.0300
12017109,K02106.01,Kepler-1679 b,CONFIRMED,CANDIDATE,4.3080e+02,1.87,813.0,5806.00,0.8990,0.9960
9225395,K02107.01,Kepler-1101 b,CONFIRMED,CANDIDATE,7.1550e+02,2.55,393.0,5325.00,0.9750,0.8520
10709622,K02108.01,Kepler-1102 b,CONFIRMED,CANDIDATE,6.9230e+02,3.06,546.0,6119.00,1.1190,1.0270
11499228,K02109.01,Kepler-1103 b,CONFIRMED,CANDIDATE,3.8370e+02,2.58,736.0,6285.00,1.0390,1.0840
9022166,K02175.01,Kepler-368 b,CONFIRMED,CANDIDATE,2.5410e+02,3.20,800.0,5508.00,1.9880,1.1360
10965588,K02177.01,Kepler-1132 b,CONFIRMED,CANDIDATE,7.9100e+02,2.50,384.0,5052.00,0.8550,0.8050
10670119,K02179.01,Kepler-369 c,CONFIRMED,CANDIDATE,9.4490e+02,1.59,391.0,3825.00,0.5240,0.5610
8491277,K00234.01,Kepler-498 b,CONFIRMED,CANDIDATE,7.9790e+02,3.27,931.0,5997.00,1.1100,1.0370
8613535,K02263.01,Kepler-1165 c,CONFIRMED,CANDIDATE,3.0950e+02,1.91,644.0,6249.00,1.0760,1.1300
12256520,K02264.01,Kepler-1166 b,CONFIRMED,CANDIDATE,3.4190e+02,1.51,486.0,5382.00,0.8270,0.9280
5629538,K02345.01,Kepler-1201 b,CONFIRMED,CANDIDATE,2.9250e+02,1.94,789.0,6136.00,1.0050,0.9560
8561231,K02346.01,Kepler-1202 b,CONFIRMED,CANDIDATE,6.8910e+02,2.69,547.0,5726.00,0.8380,0.9300
8235924,K02347.01,Kepler-1203 b,CONFIRMED,CANDIDATE,2.9740e+02,0.99,1188.0,3814.00,0.5700,0.5760
6941084,K02348.01,Kepler-1204 b,CONFIRMED,CANDIDATE,7.4770e+02,2.94,448.0,6096.00,1.0770,1.0540
6200235,K02350.01,Kepler-1205 b,CONFIRMED,CANDIDATE,3.0050e+02,1.98,1667.0,5325.00,0.9850,0.8570
11460462,K02110.01,Kepler-1104 b,CONFIRMED,CANDIDATE,7.6300e+01,1.55,1321.0,6387.00,1.3810,1.3060
8612275,K02111.01,Kepler-360 b,CONFIRMED,CANDIDATE,2.3490e+02,1.37,1116.0,5463.00,0.9100,0.9370
7207061,K02113.01,Kepler-417 c,CONFIRMED,CANDIDATE,1.0937e+03,2.62,616.0,5376.00,0.8060,0.8970
7286911,K02180.01,Kepler-1133 b,CONFIRMED,CANDIDATE,4.4150e+02,2.11,703.0,5420.00,0.8500,0.9450
8591173,K02181.01,Kepler-1804 b,CONFIRMED,CANDIDATE,3.4210e+02,3.22,913.0,5109.00,1.6710,0.9290
6962109,K02182.01,Kepler-1134 b,CONFIRMED,CANDIDATE,8.5020e+02,2.31,611.0,5477.00,0.7940,0.8760
5706595,K02183.01,Kepler-370 c,CONFIRMED,CANDIDATE,4.0160e+02,2.04,647.0,5569.00,0.9540,0.9550
10489345,K02266.01,Kepler-1167 b,CONFIRMED,CANDIDATE,4.9110e+02,1.60,1419.0,4949.00,0.7410,0.7150
10329469,K02271.01,Kepler-1168 b,CONFIRMED,CANDIDATE,8.7960e+02,2.13,379.0,5162.00,0.7360,0.8170
9654875,K02272.01,,CANDIDATE,CANDIDATE,2.6600e+01,1.31,3015.0,7495.00,2.3890,1.7540
9717943,K02273.01,Kepler-1169 b,CONFIRMED,CANDIDATE,5.9700e+01,0.93,1125.0,6213.00,1.1950,1.2700
8026752,K00240.01,Kepler-502 b,CONFIRMED,CANDIDATE,1.3219e+03,4.14,1217.0,6228.00,1.0490,1.1070
1872821,K02351.01,Kepler-1828 b,CONFIRMED,CANDIDATE,3.5280e+02,1.68,799.0,5806.00,0.8990,0.9960
8013439,K02352.01,Kepler-381 c,CONFIRMED,CANDIDATE,4.8900e+01,1.58,1180.0,6197.00,2.1880,1.1980
6921944,K02114.01,Kepler-1105 b,CONFIRMED,CANDIDATE,6.8400e+02,2.19,729.0,4299.00,0.6970,0.7130
9532052,K02115.01,Kepler-67 b,CONFIRMED,CANDIDATE,1.3131e+03,2.69,602.0,5332.00,0.7550,0.8240
8164012,K02116.01,Kepler-1106 b,CONFIRMED,CANDIDATE,2.0000e+02,2.44,2199.0,5907.00,1.7050,1.1650
4140813,K02117.01,Kepler-1795 b,CONFIRMED,CANDIDATE,6.9990e+02,1.84,520.0,4500.00,0.6880,0.7680
8611781,K02185.01,Kepler-1135 b,CONFIRMED,CANDIDATE,3.6710e+02,2.09,451.0,5878.00,1.0410,0.9120
3097926,K02186.01,,CANDIDATE,CANDIDATE,1.2118e+03,3.79,620.0,5062.00,0.8530,0.8030
5730445,K02189.01,,CANDIDATE,CANDIDATE,1.8259e+03,4.44,459.0,5009.00,0.7990,0.7630
5601258,K02191.01,Kepler-1805 b,CONFIRMED,CANDIDATE,4.6020e+02,1.15,479.0,3867.00,0.5520,0.5810
7960980,K02274.01,Kepler-1170 b,CONFIRMED,CANDIDATE,9.8840e+02,2.48,705.0,5265.00,0.8100,0.9100
8107225,K00235.01,Kepler-499 b,CONFIRMED,CANDIDATE,6.3440e+02,2.04,844.0,5216.00,0.8040,0.8960
3458028,K02276.01,Kepler-1171 b,CONFIRMED,CANDIDATE,1.6600e+02,2.67,2700.0,7216.00,2.0430,1.4620
3342794,K02278.01,Kepler-376 c,CONFIRMED,CANDIDATE,2.4680e+02,2.39,873.0,5845.00,1.3140,0.9980
5716932,K02358.01,Kepler-1830 b,CONFIRMED,CANDIDATE,4.1190e+02,4.43,681.0,6160.00,2.0460,1.4430
11288051,K00241.01,Kepler-124 c,CONFIRMED,CANDIDATE,7.6520e+02,2.20,560.0,4983.00,0.6510,0.7150
11566256,K02361.01,Kepler-1831 b,CONFIRMED,CANDIDATE,4.1330e+02,2.07,1051.0,6063.00,1.0120,1.1170
4055304,K02119.01,Kepler-1107 b,CONFIRMED,CANDIDATE,2.4210e+02,1.65,1897.0,5132.00,0.8860,0.8200
4857213,K02120.01,Kepler-1680 b,CONFIRMED,CANDIDATE,2.3960e+02,1.75,771.0,5146.00,0.9050,0.8320
9415108,K02121.01,Kepler-1108 b,CONFIRMED,CANDIDATE,2.9480e+02,1.74,1063.0,5362.00,1.0320,0.8730
4262581,K02122.01,Kepler-1109 b,CONFIRMED,CANDIDATE,4.2740e+02,5.37,787.0,5443.00,2.6520,1.4100
8591693,K02123.01,Kepler-1796 b,CONFIRMED,CANDIDATE,5.3380e+02,2.19,598.0,6036.00,0.9490,1.0180
4833421,K00232.01,Kepler-122 c,CONFIRMED,CANDIDATE,2.2321e+03,5.65,897.0,6038.00,1.1910,0.9950
8282651,K02193.01,Kepler-1136 b,CONFIRMED,CANDIDATE,5.8700e+02,1.53,922.0,4478.00,0.6510,0.6370
3548044,K02194.01,Kepler-371 b,CONFIRMED,CANDIDATE,2.9370e+02,1.75,554.0,5670.00,0.9500,0.8020
11401767,K02195.01,Kepler-372 c,CONFIRMED,CANDIDATE,3.0540e+02,2.63,755.0,6056.00,1.2090,1.1470
10909127,K02200.01,Kepler-1138 b,CONFIRMED,CANDIDATE,3.2540e+02,1.69,1080.0,5431.00,0.8430,0.9450
3661886,K02279.01,Kepler-377 c,CONFIRMED,CANDIDATE,2.8760e+02,2.00,677.0,5949.00,1.1840,1.0270
2439243,K02280.01,Kepler-1172 b,CONFIRMED,CANDIDATE,1.1644e+03,4.53,675.0,5624.00,1.2440,0.9310
9221517,K02281.01,Kepler-1173 b,CONFIRMED,CANDIDATE,1.0960e+02,0.93,1650.0,5173.00,0.8220,0.8740
6751874,K02282.01,Kepler-1174 b,CONFIRMED,CANDIDATE,2.1440e+02,2.13,1156.0,5862.00,1.4630,1.0970
10863608,K02368.01,Kepler-1210 b,CONFIRMED,CANDIDATE,3.1820e+02,1.53,856.0,5766.00,0.8530,0.8740
5602588,K02369.01,Kepler-1211 b,CONFIRMED,CANDIDATE,5.4570e+02,2.64,840.0,6075.00,0.9690,1.0480
5385304,K02370.01,,CANDIDATE,CANDIDATE,4.9580e+02,7.76,761.0,6715.00,2.7630,1.5810
11462341,K02124.01,,CANDIDATE,CANDIDATE,3.5480e+02,1.45,311.0,4132.00,0.5810,0.5930
9405595,K02125.01,Kepler-1797 b,CONFIRMED,CANDIDATE,5.7010e+02,2.98,684.0,6244.00,1.0090,1.0690
3546060,K02126.01,Kepler-1110 b,CONFIRMED,CANDIDATE,1.1307e+03,2.12,609.0,4818.00,0.6180,0.6070
4144576,K02202.01,Kepler-1139 b,CONFIRMED,CANDIDATE,1.7350e+02,1.14,1693.0,5237.00,0.8870,0.9070
8494542,K02204.01,Kepler-1807 b,CONFIRMED,CANDIDATE,1.8960e+02,2.09,1108.0,6455.00,1.4960,1.0870
9992325,K02205.01,Kepler-1140 b,CONFIRMED,CANDIDATE,1.0417e+03,2.78,500.0,4973.00,0.7680,0.7410
11073656,K02206.01,,CANDIDATE,CANDIDATE,2.8650e+02,1.64,1459.0,5751.00,0.9580,0.9620
9945370,K02285.01,Kepler-1175 b,CONFIRMED,CANDIDATE,1.0329e+03,2.79,515.0,5861.00,0.8650,0.9570
8973129,K02286.01,Kepler-1176 b,CONFIRMED,CANDIDATE,5.3260e+02,2.21,595.0,5468.00,0.9680,0.9130
12505654,K02353.01,Kepler-1829 b,CONFIRMED,CANDIDATE,7.1270e+02,2.40,860.0,5230.00,0.7770,0.8730
7215678,K02354.01,,CANDIDATE,CANDIDATE,2.6960e+02,40.32,1756.0,6086.00,0.9210,1.0030
11670125,K02355.01,Kepler-1206 b,CONFIRMED,CANDIDATE,4.5980e+02,1.58,1314.0,4859.00,0.7570,0.7340
11461844,K02356.01,Kepler-1207 b,CONFIRMED,CANDIDATE,1.7960e+02,1.43,802.0,6102.00,1.0260,1.0990
7449554,K02357.01,,CANDIDATE,CANDIDATE,2.2330e+02,2.27,1616.0,5583.00,1.5300,1.0170
9351920,K02129.01,Kepler-1111 b,CONFIRMED,CANDIDATE,2.8630e+02,1.77,938.0,6142.00,1.0460,1.1430
2161536,K02130.01,Kepler-1798 b,CONFIRMED,CANDIDATE,8.7150e+02,1.70,408.0,3967.00,0.5870,0.5930
10549023,K02131.01,Kepler-1112 b,CONFIRMED,CANDIDATE,3.4940e+02,2.31,918.0,6643.00,1.2160,1.2350
9661979,K02132.01,Kepler-1681 b,CONFIRMED,CANDIDATE,5.4840e+02,3.04,442.0,5390.00,1.1040,0.8930
8219268,K02133.01,Kepler-91 b,CONFIRMED,CANDIDATE,3.9680e+02,14.93,1902.0,4604.00,6.2210,1.2180
10531955,K02208.01,Kepler-1141 b,CONFIRMED,CANDIDATE,5.8900e+01,0.97,1471.0,5821.00,1.1320,0.9950
8168187,K02209.01,Kepler-1142 b,CONFIRMED,CANDIDATE,1.8670e+02,2.72,902.0,5528.00,1.8390,0.9620
4142847,K02210.01,Kepler-1143 b,CONFIRMED,CANDIDATE,4.0220e+02,1.68,976.0,4895.00,0.7590,0.8170
10203349,K02212.01,Kepler-1144 b,CONFIRMED,CANDIDATE,4.4030e+02,3.64,811.0,5559.00,1.4120,0.9740
9718066,K02287.01,Kepler-378 b,CONFIRMED,CANDIDATE,1.2850e+02,0.98,503.0,4657.00,0.6700,0.7480
3440978,K02288.01,,CANDIDATE,CANDIDATE,9.6110e+02,4.08,456.0,5250.00,0.7710,0.7210
3867615,K02289.01,Kepler-379 c,CONFIRMED,CANDIDATE,3.2500e+02,2.28,530.0,6053.00,1.2600,1.0980
12121570,K02290.01,Kepler-1816 b,CONFIRMED,CANDIDATE,7.0480e+02,1.82,310.0,5051.00,0.7060,0.7860
8410415,K02291.01,Kepler-1817 b,CONFIRMED,CANDIDATE,7.9790e+02,2.68,463.0,5316.00,0.9150,0.8780
7987866,K02363.01,Kepler-1832 b,CONFIRMED,CANDIDATE,1.7410e+02,0.97,1022.0,5242.00,0.7220,0.6840
9532710,K02364.01,,CANDIDATE,CANDIDATE,3.3490e+02,3.86,1367.0,5383.00,1.8290,0.8130
11560897,K02365.01,Kepler-430 b,CONFIRMED,CANDIDATE,2.6970e+02,2.95,674.0,5883.00,1.5290,1.2050
