# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 16 08:34:22 2023
#
# User preference: *
#
# CONSTRAINT:  where (kepoi_name like '%.01%'
# CONSTRAINT:  and koi_disposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  and koi_steff in [2000,4500]
# CONSTRAINT:  and koi_srad in [0.05,0.8]
# CONSTRAINT:  and koi_smass in [0.08,0.8])
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_depth,koi_prad,koi_teq,koi_steff,koi_srad,koi_smass
9280239,K03975.01,Kepler-1536 b,CONFIRMED,CANDIDATE,1.4815e+03,2.89,166.0,4386.00,0.6300,0.6160
2437653,K04940.01,,CANDIDATE,CANDIDATE,7.8400e+02,1.72,271.0,4386.00,0.6300,0.6160
9005321,K04848.01,,CANDIDATE,CANDIDATE,7.8700e+02,1.78,157.0,4228.00,0.6230,0.6180
11348997,K02090.01,Kepler-1089 b,CONFIRMED,CANDIDATE,9.0840e+02,1.69,584.0,3879.00,0.5780,0.6190
3444588,K01202.01,Kepler-787 b,CONFIRMED,CANDIDATE,3.7620e+02,1.16,1115.0,4109.00,0.6020,0.6210
8826007,K03266.01,Kepler-1450 b,CONFIRMED,CANDIDATE,6.2220e+02,1.94,308.0,4406.00,0.6030,0.6210
10717241,K00430.01,Kepler-551 b,CONFIRMED,CANDIDATE,1.7090e+03,2.53,483.0,4200.00,0.6070,0.6220
9941066,K01584.01,Kepler-898 b,CONFIRMED,CANDIDATE,5.0560e+02,1.44,616.0,4166.00,0.6120,0.6240
8151055,K03298.01,Kepler-1460 b,CONFIRMED,CANDIDATE,8.9320e+02,2.24,391.0,4463.00,0.6380,0.6240
10098540,K05764.01,,CANDIDATE,CANDIDATE,1.0360e+03,2.03,180.0,4368.00,0.6370,0.6240
9411412,K02101.01,Kepler-1096 b,CONFIRMED,CANDIDATE,3.6050e+02,1.31,794.0,4229.00,0.6150,0.6250
8544992,K02466.01,Kepler-388 b,CONFIRMED,CANDIDATE,2.0450e+02,0.88,830.0,4500.00,0.6330,0.6260
5340644,K00503.01,Kepler-580 b,CONFIRMED,CANDIDATE,1.4686e+03,2.28,558.0,4213.00,0.6150,0.6260
11357664,K04464.01,,CANDIDATE,CANDIDATE,3.6600e+02,1.23,727.0,4362.00,0.6400,0.6270
3425363,K04977.01,,CANDIDATE,CANDIDATE,3.6800e+02,1.18,410.0,4445.00,0.6350,0.6290
10680424,K07361.01,,CANDIDATE,CANDIDATE,4.1140e+02,1.16,1208.0,4494.00,0.5910,0.6320
10843431,K07378.01,Kepler-1999 b,CONFIRMED,CANDIDATE,1.4310e+03,3.29,577.0,4406.00,0.6280,0.6320
11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1.1271e+03,2.00,433.0,4126.00,0.6150,0.6330
5978170,K03140.01,Kepler-1910 b,CONFIRMED,CANDIDATE,2.4150e+02,0.99,645.0,4234.00,0.6390,0.6360
8364232,K07882.01,,CANDIDATE,CANDIDATE,4.1710e+02,1.31,295.0,4348.00,0.6460,0.6360
2715135,K01024.01,Kepler-753 b,CONFIRMED,CANDIDATE,8.2010e+02,1.86,641.0,4252.00,0.6320,0.6370
8282651,K02193.01,Kepler-1136 b,CONFIRMED,CANDIDATE,5.8700e+02,1.53,922.0,4478.00,0.6510,0.6370
10842192,K02736.01,Kepler-1329 b,CONFIRMED,CANDIDATE,8.8540e+02,2.39,577.0,4442.00,0.6480,0.6370
11973517,K04862.01,,CANDIDATE,CANDIDATE,2.6750e+02,1.08,1254.0,4430.00,0.6510,0.6380
7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.4107e+03,2.33,635.0,4261.00,0.6330,0.6400
8216763,K04838.01,,CANDIDATE,CANDIDATE,1.3340e+02,0.88,488.0,4352.00,0.6130,0.6400
9950612,K00719.01,Kepler-220 c,CONFIRMED,CANDIDATE,5.7760e+02,1.80,586.0,4499.00,0.6390,0.6430
10812541,K07375.01,,CANDIDATE,CANDIDATE,5.5470e+02,1.51,667.0,4137.00,0.6470,0.6430
5940165,K02031.01,Kepler-1062 b,CONFIRMED,CANDIDATE,6.3730e+02,1.67,583.0,4458.00,0.6580,0.6450
5642620,K02882.01,,CANDIDATE,CANDIDATE,1.1484e+03,2.72,281.0,4474.00,0.6140,0.6450
5526527,K01838.01,Kepler-970 b,CONFIRMED,CANDIDATE,1.1470e+03,2.73,464.0,4334.00,0.6530,0.6460
10917043,K02770.01,,CANDIDATE,CANDIDATE,1.2487e+03,2.11,200.0,4400.00,0.6240,0.6460
5209845,K02883.01,Kepler-1378 b,CONFIRMED,CANDIDATE,8.5590e+02,2.10,525.0,4359.00,0.6590,0.6480
5688683,K04097.01,Kepler-1939 b,CONFIRMED,CANDIDATE,2.0200e+02,0.99,816.0,4353.00,0.6030,0.6480
8261920,K02174.01,,CANDIDATE,CANDIDATE,7.8180e+02,2.44,609.0,4245.00,0.6370,0.6490
12416987,K02933.01,,CANDIDATE,CANDIDATE,2.9510e+03,22.19,240.0,4412.00,0.6230,0.6500
9351316,K02078.01,Kepler-1086 b,CONFIRMED,CANDIDATE,1.0095e+03,2.14,433.0,4243.00,0.6410,0.6510
10747162,K05826.01,,CANDIDATE,CANDIDATE,5.8570e+02,1.53,379.0,4294.00,0.6640,0.6540
5871985,K02703.01,Kepler-1318 b,CONFIRMED,CANDIDATE,1.9923e+03,2.72,202.0,4477.00,0.6370,0.6590
11176127,K01430.01,Kepler-298 b,CONFIRMED,CANDIDATE,1.0707e+03,2.11,540.0,4463.00,0.6110,0.6620
4047631,K02519.01,,CANDIDATE,CANDIDATE,3.6070e+02,2.25,717.0,4359.00,0.6760,0.6650
6867155,K00868.01,,CANDIDATE,CANDIDATE,2.0715e+04,10.59,188.0,4245.00,0.6570,0.6660
7812893,K06919.01,,CANDIDATE,CANDIDATE,2.7030e+02,1.09,577.0,4298.00,0.6750,0.6680
6443274,K07567.01,,CANDIDATE,CANDIDATE,5.5420e+02,1.46,143.0,4486.00,0.6460,0.6680
5131180,K00641.01,,CANDIDATE,CANDIDATE,1.3410e+03,2.73,457.0,4129.00,0.6520,0.6710
11718389,K04444.01,Kepler-1956 b,CONFIRMED,CANDIDATE,3.0100e+02,1.14,674.0,4391.00,0.6820,0.6710
9575728,K05692.01,,CANDIDATE,CANDIDATE,7.0000e+01,0.59,834.0,4147.00,0.6830,0.6780
3345675,K01772.01,,CANDIDATE,CANDIDATE,3.9596e+04,15.08,240.0,4315.00,0.6680,0.6880
9513168,K07182.01,,CANDIDATE,CANDIDATE,6.5380e+02,1.74,613.0,4199.00,0.6840,0.6940
5185897,K02693.01,Kepler-398 b,CONFIRMED,CANDIDATE,1.7190e+02,1.00,755.0,4498.00,0.6350,0.6980
8873450,K07913.01,Kepler-1975 b,CONFIRMED,CANDIDATE,7.1440e+02,2.03,432.0,4450.00,0.7070,0.6980
4939265,K06475.01,,CANDIDATE,CANDIDATE,2.9840e+02,1.54,723.0,4337.00,0.7140,0.7090
8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,7.2420e+02,1.85,931.0,4500.00,0.6460,0.7100
9412760,K01977.01,Kepler-345 c,CONFIRMED,CANDIDATE,3.8460e+02,1.69,575.0,4500.00,0.6460,0.7100
6921944,K02114.01,Kepler-1105 b,CONFIRMED,CANDIDATE,6.8400e+02,2.19,729.0,4299.00,0.6970,0.7130
10287723,K01174.01,,CANDIDATE,CANDIDATE,1.4749e+03,2.99,25.0,4500.00,0.7260,0.7170
5129453,K04208.01,,CANDIDATE,CANDIDATE,3.1100e+02,1.23,878.0,4483.00,0.7310,0.7230
8247771,K02344.01,Kepler-1200 b,CONFIRMED,CANDIDATE,2.3480e+02,0.98,1174.0,4496.00,0.6580,0.7250
10591855,K02845.01,Kepler-1367 b,CONFIRMED,CANDIDATE,2.2490e+02,0.93,998.0,4313.00,0.6500,0.7310
4140813,K02117.01,Kepler-1795 b,CONFIRMED,CANDIDATE,6.9990e+02,1.84,520.0,4500.00,0.6880,0.7680
